"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"OLLIES Praha - Holešovice","5","7","Tusarova 39a","Praha 7-Holešovice",,"CZ","http://www.ollies.cz/","+420 603 424 268","Cukrárna","https://www.google.com/maps/place/OLLIES+Praha+-+Hole%C5%A1ovice/@50.1020286,14.4510813,17z/data=!3m1!4b1!4m6!3m5!1s0x470b95d9946543eb:0xa7e427e3cc281533!8m2!3d50.1020286!4d14.4510813!16s%2Fg%2F11kj3kskjk?hl=cs&entry=ttu"
"Ovocný Světozor","4.5","1453","22, Sokolovská 32","Karlín",,"CZ","http://www.ovocnysvetozor.cz/","+420 774 444 872","Prodejna zákusků","https://www.google.com/maps/place/Ovocn%C3%BD+Sv%C4%9Btozor/@50.0915278,14.4408669,17z/data=!3m1!4b1!4m6!3m5!1s0x470b94bc32a29d95:0x5b63d6287bf2701!8m2!3d50.0915278!4d14.4408669!16s%2Fg%2F1tglxpxv?hl=cs&entry=ttu"
"Dortnaobjednavku.cz","4.8","21","Křižíkova 7","Praha 8-Karlín",,"CZ","http://www.dortnaobjednavku.cz/","+420 777 322 153","Cukrárna","https://www.google.com/maps/place/Dortnaobjednavku.cz/@50.0922593,14.4494797,17z/data=!3m1!4b1!4m6!3m5!1s0x470b94a4911bf37f:0x52c196b836969300!8m2!3d50.0922593!4d14.4494797!16s%2Fg%2F11gczsz7lk?hl=cs&entry=ttu"
"Sladké","4.8","6","Křižíkova 105","Praha 8-Karlín",,"CZ","https://sladke.shop/","+420 314 004 550","Cukrárna","https://www.google.com/maps/place/Sladk%C3%A9/@50.0935231,14.4550788,17z/data=!3m1!4b1!4m6!3m5!1s0x470b94a41f52bb07:0x644d595eda32daaa!8m2!3d50.0935231!4d14.4550788!16s%2Fg%2F11bbrn0d1k?hl=cs&entry=ttu"
"Dortíkovo","4.7","99","Mečislavova 208","Praha 4-Nusle",,"CZ","http://www.dortikovo.cz/","+420 773 663 991","Cukrárna","https://www.google.com/maps/place/Dort%C3%ADkovo/@50.0633211,14.4443509,17z/data=!3m1!4b1!4m6!3m5!1s0x470b947f3c774929:0x4033d7a0b3351e9f!8m2!3d50.0633211!4d14.4443509!16s%2Fg%2F1tdj_9f_?hl=cs&entry=ttu"
"Sluneční cukrárna","4.4","111","Pelzova","Zbraslav",,"CZ",,"+420 725 758 606","Prodej zmrzliny","https://www.google.com/maps/place/Slune%C4%8Dn%C3%AD+cukr%C3%A1rna/@49.9681295,14.3859501,17z/data=!3m1!4b1!4m6!3m5!1s0x470b97484e12e419:0x4609e134beaa5a6d!8m2!3d49.9681295!4d14.3859501!16s%2Fg%2F119vy2pqp?hl=cs&entry=ttu"
"MEC3","5","5","Psohlavců 1731/8a","Praha 4-Braník",,"CZ","https://www.mec3.cz/","+420 241 001 271","Velkoobchod s potravinami","https://www.google.com/maps/place/MEC3/@50.027284,14.4152878,17z/data=!3m1!4b1!4m6!3m5!1s0x470b917347c324a1:0x6f02b746cbf03a2b!8m2!3d50.027284!4d14.4152878!16s%2Fg%2F1tw_lz21?hl=cs&entry=ttu"
"Cukrárna Hanny Zbraslav","3.3","181","Zbraslavské nám. 467","Zbraslav",,"CZ","http://www.cukrarnahanny.cz/","+420 257 225 890","Prodejna zákusků","https://www.google.com/maps/place/Cukr%C3%A1rna+Hanny+Zbraslav/@49.9764329,14.394102,17z/data=!3m1!4b1!4m6!3m5!1s0x470b97317c566b69:0xc1018f4f10fbb1d2!8m2!3d49.9764329!4d14.394102!16s%2Fg%2F11cn304w61?hl=cs&entry=ttu"
"Cukrárna U Zámku","4.1","24","Zbraslavské nám. 457","Zbraslav",,"CZ",,"+420 777 130 366","Cukrárna","https://www.google.com/maps/place/Cukr%C3%A1rna+U+Z%C3%A1mku/@49.9763616,14.3930236,17z/data=!3m1!4b1!4m6!3m5!1s0x470b97316ca750d9:0x2e58b7da7ab01bd5!8m2!3d49.9763616!4d14.3930236!16s%2Fg%2F11c1lf0t26?hl=cs&entry=ttu"
"Cheecup","4.6","306","Nedvědovo nám. 14","Praha 4-Podolí",,"CZ","http://www.cheecup.cz/","+420 731 301 769","Cukrárna","https://www.google.com/maps/place/Cheecup/@50.0567556,14.4209393,17z/data=!3m1!4b1!4m6!3m5!1s0x470b94692efb7361:0x475d9a0355193ad0!8m2!3d50.0567556!4d14.4209393!16s%2Fg%2F119vlyzw0?hl=cs&entry=ttu"
"Caffé U Makronky","4.5","132","K Sídlišti 11","Praha 4",,"CZ","http://u-makronky.webnode.cz/","+420 603 914 459","Kavárna","https://www.google.com/maps/place/Caff%C3%A9+U+Makronky/@50.0461044,14.4299918,17z/data=!3m1!4b1!4m6!3m5!1s0x470b940c85cfe387:0x40864b66f49d3f50!8m2!3d50.0461044!4d14.4299918!16s%2Fg%2F11f0l1dt94?hl=cs&entry=ttu"
"OVOCNÝ SEMAFOR","2.9","18","Budějovická 615/47","Praha 4-Krč",,"CZ",,"+420 722 000 014","Cukrárna","https://www.google.com/maps/place/OVOCN%C3%9D+SEMAFOR/@50.0420162,14.4597433,17z/data=!3m1!4b1!4m6!3m5!1s0x470b93c7f792fe25:0x807a041dd0c971f9!8m2!3d50.0420162!4d14.4597433!16s%2Fg%2F11h8wn_z4v?hl=cs&entry=ttu"
"Ovocný Světozor","4.5","1307","Počátecká 412","Praha 4-Michle",,"CZ","https://www.ovocnysvetozor.cz/","+420 774 444 871","Cukrárna","https://www.google.com/maps/place/Ovocn%C3%BD+Sv%C4%9Btozor/@50.044121,14.4560547,17z/data=!3m1!4b1!4m6!3m5!1s0x470b93ecdc63cd69:0x15b4a71f929bed19!8m2!3d50.044121!4d14.4560547!16s%2Fg%2F1tfqdj5p?hl=cs&entry=ttu"
"Edita Paulusová",,"0","Ke Krči 759/26","Praha 4",,"CZ","http://www.editapaulusova.cz/","+420 606 843 368","Cukrárna","https://www.google.com/maps/place/Edita+Paulusov%C3%A1/@50.0368301,14.4107672,17z/data=!3m1!4b1!4m6!3m5!1s0x470b95daddc95977:0xa2ae2c0c9065e203!8m2!3d50.0368301!4d14.4107672!16s%2Fg%2F11sstl_73d?hl=cs&entry=ttu"
"Bezva dorty","4.9","13","Pertoldova 3344/6","Praha 12",,"CZ","http://www.bezvadorty.cz/","+420 732 186 496","Cukrárna","https://www.google.com/maps/place/Bezva+dorty/@50.0003671,14.426643,17z/data=!3m1!4b1!4m6!3m5!1s0x470b91d62942264b:0x961558e0e9fdd3b6!8m2!3d50.0003671!4d14.426643!16s%2Fg%2F11gnpvw4fy?hl=cs&entry=ttu"
"TOP DORTY - zakázková cukrářská výrobna","5","2","Pšenčíkova 674/24","Praha 12-Kamýk",,"CZ","https://www.facebook.com/TopDorty/","+420 777 242 452","Cukrárna","https://www.google.com/maps/place/TOP+DORTY+-+zak%C3%A1zkov%C3%A1+cukr%C3%A1%C5%99sk%C3%A1+v%C3%BDrobna/@50.0154679,14.4455096,17z/data=!3m1!4b1!4m6!3m5!1s0x470b912c52eff973:0x951b98f281b5e15f!8m2!3d50.0154679!4d14.4455096!16s%2Fg%2F11gzqrl92c?hl=cs&entry=ttu"
"Luxury Cakes","5","1","K Sádkám","Zbraslav",,"CZ",,"+420 777 812 296","Cukrárna","https://www.google.com/maps/place/Luxury+Cakes/@50.0043447,14.3966308,17z/data=!3m1!4b1!4m6!3m5!1s0x470b96c4394a039f:0x4ae52c9b1d441775!8m2!3d50.0043447!4d14.3966308!16s%2Fg%2F11clsz7mj0?hl=cs&entry=ttu"
"Anna Magdaléna","4.8","9","U Modřanské školy 143 00","Praha 12",,"CZ","http://www.annamagdalena.cz/kontakt","+420 734 473 420","Cukrárna","https://www.google.com/maps/place/Anna+Magdal%C3%A9na/@50.0068607,14.4042662,17z/data=!3m1!4b1!4m6!3m5!1s0x470b9132b6963ba7:0x925a350045658bb0!8m2!3d50.0068607!4d14.4042662!16s%2Fg%2F11gflymhvs?hl=cs&entry=ttu"
"Cukrárny",,"0","Pelzova 1513","Zbraslav",,"CZ",,,,"https://www.google.com/maps/place/Cukr%C3%A1rny/@49.9681459,14.3860542,17z/data=!3m1!4b1!4m6!3m5!1s0x470b97484d8a974d:0x2b64d4ed434f2172!8m2!3d49.9681459!4d14.3860542!16s%2Fg%2F11fsmt4p27?hl=cs&entry=ttu"
"Výdejní místo DHL (Cukrárna Poja)","4","6","Matějovského 153/11","Praha 16",,"CZ","https://locator.dhl.com/results?address=id:PRG03P&language=cs&lc=CZ&resultUom=km&clientAppCode=GYD","+420 840 103 000","Kurýrní služba","https://www.google.com/maps/place/V%C3%BDdejn%C3%AD+m%C3%ADsto+DHL+(Cukr%C3%A1rna+Poja)/@49.9848168,14.365188,17z/data=!3m1!4b1!4m6!3m5!1s0x470b97688659d629:0xbb84aa39f6a4d97e!8m2!3d49.9848168!4d14.365188!16s%2Fg%2F11gr14gh23?hl=cs&entry=ttu"
"PPL Parcelshop - Cukrárna Poja s.r.o","4.1","11","Matějovského 153/11","Praha 16",,"CZ",,"+420 225 331 500","Prodejna cukrovinek","https://www.google.com/maps/place/PPL+Parcelshop+-+Cukr%C3%A1rna+Poja+s.r.o/@49.9847911,14.3652999,17z/data=!3m1!4b1!4m6!3m5!1s0x470b974a7398f853:0x6c29b6914655ef07!8m2!3d49.9847911!4d14.3652999!16s%2Fg%2F11h3g9hs_4?hl=cs&entry=ttu"
"Ovocný Světozor","4.4","550","Roztylská 2321/19","Praha 4-Chodov",,"CZ","http://www.ovocnysvetozor.cz/","+420 774 444 876","Prodejna zákusků","https://www.google.com/maps/place/Ovocn%C3%BD+Sv%C4%9Btozor/@50.0306545,14.4912604,17z/data=!3m1!4b1!4m6!3m5!1s0x470b9232c2d3f475:0x9f0ae6a00d80b010!8m2!3d50.0306545!4d14.4912604!16s%2Fg%2F1v46z1q5?hl=cs&entry=ttu"
"Pekárna u Rudolfa","4","42","Mukařovského 2590","Praha 13-Stodůlky",,"CZ",,"+420 724 831 924","Pekařství","https://www.google.com/maps/place/Pek%C3%A1rna+u+Rudolfa/@50.0454219,14.3229013,17z/data=!3m1!4b1!4m6!3m5!1s0x470b95ff3a1125e9:0x49585421138f5f55!8m2!3d50.0454219!4d14.3229013!16s%2Fg%2F11f3n90cyr?hl=cs&entry=ttu"
"LaraFi výroba dortů","3.4","5","Štěpařská 892/13","Praha 5-Hlubočepy",,"CZ","http://www.hanasouckova.cz/","+420 773 222 061","Cukrárna","https://www.google.com/maps/place/LaraFi+v%C3%BDroba+dort%C5%AF/@50.0299731,14.3748988,17z/data=!3m1!4b1!4m6!3m5!1s0x470b968127053599:0x16a58c4e8fa8e4ef!8m2!3d50.0299731!4d14.3748988!16s%2Fg%2F11h9wg8nvy?hl=cs&entry=ttu"
"Pod okny","4.2","41","Praha 11 CZ, Jarníkova 1894/21","Praha 4-Chodov",,"CZ",,"+420 721 818 182","Kavárna / Čajovna","https://www.google.com/maps/place/Pod+okny/@50.0257371,14.490741,17z/data=!3m1!4b1!4m6!3m5!1s0x470b922c6feaa7b3:0xaef3063a5c8b8576!8m2!3d50.0257371!4d14.490741!16s%2Fg%2F11c0qnt6lk?hl=cs&entry=ttu"
"Cukrářská Výroba","5","1","Tererova 1355/4","Praha 11-Chodov",,"CZ",,,"Prodejna","https://www.google.com/maps/place/Cukr%C3%A1%C5%99sk%C3%A1+V%C3%BDroba/@50.0242457,14.5212918,17z/data=!3m1!4b1!4m6!3m5!1s0x470b921985bdae65:0x36bd4a2b06c3b094!8m2!3d50.0242457!4d14.5212918!16s%2Fg%2F11j2ynpnml?hl=cs&entry=ttu"
"Cafe Max Relax","4.8","16","Donovalská 31","Praha 11-Chodov",,"CZ","https://www.facebook.com/pg/cafemaxrelax/about/?ref=page_internal","+420 774 641 916","Kavárna / Čajovna","https://www.google.com/maps/place/Cafe+Max+Relax/@50.0365794,14.5058121,17z/data=!3m1!4b1!4m6!3m5!1s0x470b9237844b06d3:0x52249105ce31a603!8m2!3d50.0365794!4d14.5058121!16s%2Fg%2F11gdknqdvn?hl=cs&entry=ttu"
"La Zmrzka Café - Barrandov","4.6","57","Náměstí Olgy Scheinpflugové 1284/2","Praha 5-Barrandov",,"CZ","http://www.lazmrzka.cz/","+420 725 726 727","Prodej zmrzliny","https://www.google.com/maps/place/La+Zmrzka+Caf%C3%A9+-+Barrandov/@50.0301401,14.3621704,17z/data=!3m1!4b1!4m6!3m5!1s0x470b97b62c6bdc47:0xd844f58049db7310!8m2!3d50.0301401!4d14.3621704!16s%2Fg%2F11rfwkfm7m?hl=cs&entry=ttu"
"Jedlý papír na dort",,"0","Brigádnická","Ďáblice",,"CZ",,"+420 602 305 898","Cukrárna","https://www.google.com/maps/place/Jedl%C3%BD+pap%C3%ADr+na+dort/@50.1446575,14.4775268,17z/data=!3m1!4b1!4m6!3m5!1s0x470beb79acccdbb3:0x7eecaae0cac4791!8m2!3d50.1446575!4d14.4775268!16s%2Fg%2F11fmx0_2z3?hl=cs&entry=ttu"
"Monika Bohosova - potahovací hmota Formix",,"0","Prosecká 682","Praha 9-Prosek",,"CZ","http://www.potahovaci-hmota-formix.eu/","+420 608 380 039","Cukrárna","https://www.google.com/maps/place/Monika+Bohosova+-+potahovac%C3%AD+hmota+Formix/@50.1207571,14.5024757,17z/data=!3m1!4b1!4m6!3m5!1s0x470becbe541b74b3:0x4ab70266d3ac250b!8m2!3d50.1207571!4d14.5024757!16s%2Fg%2F12lsx7d0y?hl=cs&entry=ttu"
"Piaf House","4.5","55","Hřenská 1","Ďáblice",,"CZ","http://www.dortypiaf.cz/","+420 774 220 921","Cukrárna","https://www.google.com/maps/place/Piaf+House/@50.1439209,14.4734585,17z/data=!3m1!4b1!4m6!3m5!1s0x470beb7769cbbb83:0xf0482f2ad0ff3b16!8m2!3d50.1439209!4d14.4734585!16s%2Fg%2F11dzss4017?hl=cs&entry=ttu"
"Sladká dílna - Čakovice","4.8","603","Cukrovarská 15/20","Praha-Čakovice",,"CZ","http://www.sladkadilna.cz/","+420 775 033 520","Cukrárna","https://www.google.com/maps/place/Sladk%C3%A1+d%C3%ADlna+-+%C4%8Cakovice/@50.1515518,14.5228229,17z/data=!3m1!4b1!4m6!3m5!1s0x470bec5d086ca579:0xb593dd48d02d8585!8m2!3d50.1515518!4d14.5228229!16s%2Fg%2F11gff2t3_7?hl=cs&entry=ttu"
"Cukrárna DORTINI - WWW.DORTINI.CZ","4.8","175","Freyova 82/27","Praha 9-Vysočany",,"CZ","http://www.dortini.cz/","+420 775 114 242","Zákusková restaurace","https://www.google.com/maps/place/Cukr%C3%A1rna+DORTINI+-+WWW.DORTINI.CZ/@50.1084438,14.5011572,17z/data=!3m1!4b1!4m6!3m5!1s0x470b95842e9903e3:0x64a7e8322bc8ccee!8m2!3d50.1084438!4d14.5011572!16s%2Fg%2F11gzmbk1md?hl=cs&entry=ttu"
"Cukrářství Tichý","4","1","Klapkova 156","Praha 8-Kobylisy",,"CZ",,"+420 284 686 282","Pekařství","https://www.google.com/maps/place/Cukr%C3%A1%C5%99stv%C3%AD+Tich%C3%BD/@50.1244988,14.4559056,17z/data=!3m1!4b1!4m6!3m5!1s0x470beb41499237fb:0xfc9ff34d290e4820!8m2!3d50.1244988!4d14.4559056!16s%2Fg%2F11bc7r0n_8?hl=cs&entry=ttu"
"Terky Kejky","5","14","Dolnocholupická 18","Praha 12",,"CZ","https://www.facebook.com/terkykejky/","+420 605 543 366","Cukrárna","https://www.google.com/maps/place/Terky+Kejky/@49.999076,14.4139455,17z/data=!3m1!4b1!4m6!3m5!1s0x470b91c5039ccf85:0x88663838a38ae0f1!8m2!3d49.999076!4d14.4139455!16s%2Fg%2F11lkfw1kc9?hl=cs&entry=ttu"
"Dorty Havelková","4.7","13","Děčínská 464","Praha 9-Střížkov",,"CZ","http://www.dortyhavelkova.cz/","+420 720 161 168","Cukrárna","https://www.google.com/maps/place/Dorty+Havelkov%C3%A1/@50.125649,14.482572,17z/data=!3m1!4b1!4m6!3m5!1s0x470ecabec05218cb:0x6bd8937e2afc7252!8m2!3d50.125649!4d14.482572!16s%2Fg%2F12hk2h1zv?hl=cs&entry=ttu"
"SiCAKE - Svět Dortů OC Letňany",,"0","Veselská 663","Praha 18",,"CZ","https://www.sicake.cz/","+420 724 363 933","Cukrárna","https://www.google.com/maps/place/SiCAKE+-+Sv%C4%9Bt+Dort%C5%AF+OC+Let%C5%88any/@50.1377563,14.4983049,17z/data=!3m1!4b1!4m6!3m5!1s0x470bedbb9b79fa55:0xac43cbfa23394286!8m2!3d50.1377563!4d14.4983049!16s%2Fg%2F11v9vp4x6n?hl=cs&entry=ttu"
"Upečeme.cz","4.5","37","Rýmařovská 561","Letňany",,"CZ","https://www.upeceme.cz/","+420 778 461 955","Cukrárna","https://www.google.com/maps/place/Upe%C4%8Deme.cz/@50.135848,14.5104085,17z/data=!3m1!4b1!4m6!3m5!1s0x470bede960bef51b:0x1c1b2d609150513c!8m2!3d50.135848!4d14.5104085!16s%2Fg%2F11nfpnn6ks?hl=cs&entry=ttu"
"Cukrářství v zahradě","4.9","93","Ve žlíbku 72","Praha 20",,"CZ","http://www.cukrarstvivzahrade.cz/","+420 721 100 146","Cukrárna","https://www.google.com/maps/place/Cukr%C3%A1%C5%99stv%C3%AD+v+zahrad%C4%9B/@50.1124435,14.6253297,17z/data=!3m1!4b1!4m6!3m5!1s0x470bf3687da16037:0x72a11ec564b5a1b!8m2!3d50.1124435!4d14.6253297!16s%2Fg%2F11gxn81_dp?hl=cs&entry=ttu"
"Junior Cafe","3.6","97","Slavětínská 11","Praha-Klánovice",,"CZ",,,"Cukrárna","https://www.google.com/maps/place/Junior+Cafe/@50.0970206,14.6699746,17z/data=!3m1!4b1!4m6!3m5!1s0x470bf338a255f8fd:0x1115c07d44c328!8m2!3d50.0970206!4d14.6699746!16s%2Fg%2F113k31lln?hl=cs&entry=ttu"
"Dortini Cakes & Coffee","5","1","Chlumecká 765/6","Praha 9-Černý Most",,"CZ","https://www.dortini.cz/","+420 775 114 242","Cukrárna","https://www.google.com/maps/place/Dortini+Cakes+%26+Coffee/@50.108647,14.5850325,17z/data=!3m1!4b1!4m6!3m5!1s0x470bed42db392fe9:0xe011c5909f532f8d!8m2!3d50.108647!4d14.5850325!16s%2Fg%2F11kqr7ck5s?hl=cs&entry=ttu"
"Wink Cake","4.7","46","Náchodská 789/27","Praha 20",,"CZ","http://www.winkcake.cz/","+420 777 872 891","Cukrárna","https://www.google.com/maps/place/Wink+Cake/@50.1127035,14.5949969,17z/data=!3m1!4b1!4m6!3m5!1s0x470bf29f0d3e8e65:0xfc8a1e1a9f34a250!8m2!3d50.1127035!4d14.5949969!16s%2Fg%2F1jkxtns8x?hl=cs&entry=ttu"
"Dorty Daneta","5","5","Jordánská 701","Praha 14-Kyje",,"CZ","http://dortydaneta.cz/kontakt/","+420 604 217 108","Cukrárna","https://www.google.com/maps/place/Dorty+Daneta/@50.108676,14.5593843,17z/data=!3m1!4b1!4m6!3m5!1s0x470bed47637dbfe9:0x95797d7e029e412a!8m2!3d50.108676!4d14.5593843!16s%2Fg%2F11fmx0qcc8?hl=cs&entry=ttu"
"Ovocný Světozor","4.5","665","Chlumecká 6","Praha 9-Černý Most",,"CZ","http://www.ovocnysvetozor.cz/","+420 774 444 869","Cukrárna","https://www.google.com/maps/place/Ovocn%C3%BD+Sv%C4%9Btozor/@50.108458,14.5858114,17z/data=!3m1!4b1!4m6!3m5!1s0x470bed5f14c99e2f:0x87cb105211c72ab3!8m2!3d50.108458!4d14.5858114!16s%2Fg%2F1pxwkjg83?hl=cs&entry=ttu"
"Tichá kavárna","4.6","517","Burešova 1151/12","Praha 8",,"CZ","http://www.tichakavarna.cz/","+420 739 245 270","Kavárna / Čajovna","https://www.google.com/maps/place/Tich%C3%A1+kav%C3%A1rna/@50.1298495,14.4686951,17z/data=!3m1!4b1!4m6!3m5!1s0x470beb67ca6cf437:0x868f807a8a186319!8m2!3d50.1298495!4d14.4686951!16s%2Fg%2F11b7yvb54m?hl=cs&entry=ttu"
"Cukřenka","5","5","Brandejsovo nám. 1251/3","Praha-Suchdol",,"CZ","https://www.facebook.com/CukrenkaPraha",,"Cukrárna","https://www.google.com/maps/place/Cuk%C5%99enka/@50.1333008,14.377853,17z/data=!3m1!4b1!4m6!3m5!1s0x470beaa484786e4b:0xdc79650cabbf5706!8m2!3d50.1333008!4d14.377853!16s%2Fg%2F11hzvdjssc?hl=cs&entry=ttu"
"Nasladko.cz","4.7","218","6, Brandejsovo nám. 1234","Praha-Suchdol",,"CZ","https://www.nasladko.cz/","+420 777 031 214","Cukrárna","https://www.google.com/maps/place/Nasladko.cz/@50.1337118,14.3769166,17z/data=!3m1!4b1!4m6!3m5!1s0x470beaa478afe85f:0x6172290067d3bfd6!8m2!3d50.1337118!4d14.3769166!16s%2Fg%2F11b8_sk2_m?hl=cs&entry=ttu"
"Viňas","4.6","42","Počernická 81","Praha 10",,"CZ","https://vina.eatbu.com/","+420 777 154 940","Kavárna / Čajovna","https://www.google.com/maps/place/Vi%C5%88as/@50.0832353,14.5064285,17z/data=!3m1!4b1!4m6!3m5!1s0x470b93586ca23d73:0xda6a324b3d64fd31!8m2!3d50.0832353!4d14.5064285!16s%2Fg%2F11f08rthjp?hl=cs&entry=ttu"
"Bertíkova cukrárna","3","2","Českobrodská 1174","Praha 9-Kyje",,"CZ","https://www.e-cukrarna.cz/kontakty/",,"Restaurace / Kavárna","https://www.google.com/maps/place/Bert%C3%ADkova+cukr%C3%A1rna/@50.0898146,14.5512341,17z/data=!3m1!4b1!4m6!3m5!1s0x470b92b66c52d077:0x58d346af1f259984!8m2!3d50.0898146!4d14.5512341!16s%2Fg%2F11frt44nrt?hl=cs&entry=ttu"
"Trdlokafe","3.9","11","Park Hostivař, Švehlova 32","Praha 15",,"CZ",,,"Cukrárna","https://www.google.com/maps/place/Trdlokafe/@50.0537105,14.5182539,17z/data=!3m1!4b1!4m6!3m5!1s0x470b9393813dc47b:0x6a4ab38ff47ca3db!8m2!3d50.0537105!4d14.5182539!16s%2Fg%2F11ptrrd78d?hl=cs&entry=ttu"
"Park Café 67","4.1","265","Tilleho nám. 792","Praha 5-Hlubočepy",,"CZ",,"+420 777 747 400","Kavárna / Čajovna","https://www.google.com/maps/place/Park+Caf%C3%A9+67/@50.0344388,14.3769676,17z/data=!3m1!4b1!4m6!3m5!1s0x470b942a874df897:0x7e691f87b71f4bea!8m2!3d50.0344388!4d14.3769676!16s%2Fg%2F11cltchct_?hl=cs&entry=ttu"
"Homecakes","4","8","Renoirova 645","Praha 5",,"CZ","http://www.homecakes.cz/","+420 604 990 476","Cukrárna","https://www.google.com/maps/place/Homecakes/@50.0367461,14.3800109,17z/data=!3m1!4b1!4m6!3m5!1s0x470b942bb64b9d8b:0x3f9bb2346caca241!8m2!3d50.0367461!4d14.3800109!16s%2Fg%2F113gz2p5c?hl=cs&entry=ttu"
"Pekárna a cukrárna (výrobna) Wine Food","4.2","10","U Královské louky 892","Praha 5-Smíchov",,"CZ",,"+420 775 121 881","Ústředí společnosti","https://www.google.com/maps/place/Pek%C3%A1rna+a+cukr%C3%A1rna+(v%C3%BDrobna)+Wine+Food/@50.0630145,14.4102263,17z/data=!3m1!4b1!4m6!3m5!1s0x470b945b6354f9bf:0x3a2fd60224dc37a5!8m2!3d50.0630145!4d14.4102263!16s%2Fg%2F11dfjyl70y?hl=cs&entry=ttu"
"Si cake","4.3","4","OC Nový, Plzeňská 8","Praha 5-Smíchov",,"CZ","http://www.sicake.cz/","+420 777 266 933","Cukrárna","https://www.google.com/maps/place/Si+cake/@50.0725094,14.4026182,17z/data=!3m1!4b1!4m6!3m5!1s0x470b95a90fa4435d:0xf4e02b8b44ccdb47!8m2!3d50.0725094!4d14.4026182!16s%2Fg%2F11hn7nschf?hl=cs&entry=ttu"
"Dolce Carosello","4.4","600","Turnovského 497/2","Strašnice",,"CZ","http://www.dolce-carosello.cz/","+420 274 774 251","Cukrárna","https://www.google.com/maps/place/Dolce+Carosello/@50.0757506,14.5003605,17z/data=!3m1!4b1!4m6!3m5!1s0x470b931a2f0d3189:0x9c54ec8a2faf17ac!8m2!3d50.0757506!4d14.5003605!16s%2Fg%2F1q5bqw3rt?hl=cs&entry=ttu"
"DobrýCukrář.cz",,"0","U Císařské cesty 178","Praha-Benice",,"CZ","http://www.dobry-cukrar.cz/","+420 777 849 161","Pečení svatebního cukroví","https://www.google.com/maps/place/Dobr%C3%BDCukr%C3%A1%C5%99.cz/@50.014671,14.6053363,17z/data=!3m1!4b1!4m6!3m5!1s0x470b8dc771044443:0xcbd448bc05872cbb!8m2!3d50.014671!4d14.6053363!16s%2Fg%2F11jfcc6519?hl=cs&entry=ttu"
"Smetanová cukrárna Výrobna lahůdek","3","31","Metodějova 1464/11","Praha 11-Chodov",,"CZ","http://www.smetanova-cukrarna.cz/","+420 242 487 432","Výroba a dodávky potravin","https://www.google.com/maps/place/Smetanov%C3%A1+cukr%C3%A1rna+V%C3%BDrobna+lah%C5%AFdek/@50.0280598,14.5203903,17z/data=!3m1!4b1!4m6!3m5!1s0x470b9217099440e7:0xcc9c9b0688cbb7b3!8m2!3d50.0280598!4d14.5203903!16s%2Fg%2F11f2wlrcx2?hl=cs&entry=ttu"
"Pekařství Cukrářství","3.3","4","Na Okraji 439/46","Praha 6-Veleslavín",,"CZ",,,"Pekařství","https://www.google.com/maps/place/Peka%C5%99stv%C3%AD+Cukr%C3%A1%C5%99stv%C3%AD/@50.0898562,14.3436105,17z/data=!3m1!4b1!4m6!3m5!1s0x470bbfd7e3db426d:0x5c34ab2c332e8dc!8m2!3d50.0898562!4d14.3436105!16s%2Fg%2F11j8llcblb?hl=cs&entry=ttu"
"Sweet & Fresh","3.7","3","Obora Hvězda","Praha 6",,"CZ",,"+420 777 215 344","Cukrárna","https://www.google.com/maps/place/Sweet+%26+Fresh/@50.0774883,14.339594,17z/data=!3m1!4b1!4m6!3m5!1s0x470b9580f1dda083:0x97b581688022f81d!8m2!3d50.0774883!4d14.339594!16s%2Fg%2F11gcx_7gr9?hl=cs&entry=ttu"
"Ovocný světozor","4.6","145","Nuselská 133/134","Praha 4-Michle",,"CZ","https://www.ovocnysvetozor.cz/pobocky/nuselska","+420 774 444 846","Cukrárna","https://www.google.com/maps/place/Ovocn%C3%BD+sv%C4%9Btozor/@50.0547252,14.4523426,17z/data=!3m1!4b1!4m6!3m5!1s0x470b938f12db7c7b:0x32b33d137733056e!8m2!3d50.0547252!4d14.4523426!16s%2Fg%2F11f4qxyn_g?hl=cs&entry=ttu"
"Makronky z Vinohrad",,"0","Šrobárova 2077","Vinohrady",,"CZ","https://www.makronkyzvinohrad.cz/","+420 777 610 744","Cukrárna","https://www.google.com/maps/place/Makronky+z+Vinohrad/@50.0763306,14.4718947,17z/data=!3m1!4b1!4m6!3m5!1s0x470b9343d4caa9eb:0xf2c0ee530e426068!8m2!3d50.0763306!4d14.4718947!16s%2Fg%2F11sf8t0jh3?hl=cs&entry=ttu"
"DESERTERIE",,"0","Táboritská","Praha 3-Žižkov",,"CZ",,,"Cukrárna","https://www.google.com/maps/place/DESERTERIE/@50.0825816,14.4562772,17z/data=!3m1!4b1!4m6!3m5!1s0x470b95dd9a63ca07:0x71744f3a657e1e7a!8m2!3d50.0825816!4d14.4562772!16s%2Fg%2F11k46pyycf?hl=cs&entry=ttu"
